"Candidato","Partido","Ordem","Círculo","Efectivo/Suplente"
"Estela Maria Pestana de Macedo","R.I.R- Reagir Incluir Reciclar",6,"Santarém","Efectivo"
"João Filipe Branco Joaquim - Independente","R.I.R- Reagir Incluir Reciclar",7,"Santarém","Efectivo"
"Ana Patrícia Lopes Teixeira – Independente","R.I.R- Reagir Incluir Reciclar",8,"Santarém","Efectivo"
"Lino Afonso Rodrigues Teixeira - Independente","R.I.R- Reagir Incluir Reciclar",9,"Santarém","Efectivo"
"António Américo Pereira da Silva – Independente","R.I.R- Reagir Incluir Reciclar",10,"Santarém","Suplente"
"Sueli de Fátima Donola da Luz - Independente","R.I.R- Reagir Incluir Reciclar",11,"Santarém","Suplente"
"Nuno Filipe Faustino Formigo - Independente","R.I.R- Reagir Incluir Reciclar",12,"Santarém","Suplente"
"Maria Adelaide Gomes Serrano da Silva - Independente","R.I.R- Reagir Incluir Reciclar",13,"Santarém","Suplente"
"Sandro Miguel Santos","L- LIVRE",1,"Santarém","Efectivo"
"Maria Luísa Alvarenga Vieira Dias","L- LIVRE",2,"Santarém","Efectivo"
"Pedro Mendonça","L- LIVRE",3,"Santarém","Efectivo"
"Teresa Brites - Independente","L- LIVRE",4,"Santarém","Efectivo"
"Sérgio Nunes","L- LIVRE",5,"Santarém","Efectivo"
"Susana Galamba - Independente","L- LIVRE",6,"Santarém","Efectivo"
"Mário Barreira","L- LIVRE",7,"Santarém","Efectivo"
"Ernestina Vieira - Independente","L- LIVRE",8,"Santarém","Efectivo"
"Henrique Rezende de Castro","L- LIVRE",9,"Santarém","Efectivo"
"Mafalda Lucas - Independente","L- LIVRE",10,"Santarém","Suplente"
"Miguel Tasso","L- LIVRE",11,"Santarém","Suplente"
"Fabíola da Cruz Neto Cardoso","BE- Bloco de Esquerda",1,"Santarém","Efectivo"
"Mariana Martins Varela","BE- Bloco de Esquerda",2,"Santarém","Efectivo"
"Paulo Cristiano Rosa Ferreira Marques","BE- Bloco de Esquerda",3,"Santarém","Efectivo"
"Luís Artur Ribeiro Gomes","BE- Bloco de Esquerda",4,"Santarém","Efectivo"
"Maria da Conceição Marques dos Anjos","BE- Bloco de Esquerda",5,"Santarém","Efectivo"
"Henrique dos Reis Leal","BE- Bloco de Esquerda",6,"Santarém","Efectivo"
"Maria da Luz Alves Lopes","BE- Bloco de Esquerda",7,"Santarém","Efectivo"
"Tiago Costa Carvalho","BE- Bloco de Esquerda",8,"Santarém","Efectivo"
"Joana Filipa Vidigal Cardoso Patrício","BE- Bloco de Esquerda",9,"Santarém","Efectivo"
"Jorge Manuel Costa Santos da Silva","BE- Bloco de Esquerda",10,"Santarém","Suplente"
"Inês Isabel Nogueira Marques","BE- Bloco de Esquerda",11,"Santarém","Suplente"
"Francisco Manuel Miguel Colaço","BE- Bloco de Esquerda",12,"Santarém","Suplente"
"Micaela da Silva","BE- Bloco de Esquerda",13,"Santarém","Suplente"
"Francisco Daniel de Oliveira Pascoal","BE- Bloco de Esquerda",14,"Santarém","Suplente"
"Hélder Meireles Cardeira","MPT- Partido da Terra",1,"Santarém","Efectivo"
"Otília Lídia Rodrigues de Canha","MPT- Partido da Terra",2,"Santarém","Efectivo"
"João Rodolfo Novita","MPT- Partido da Terra",3,"Santarém","Efectivo"
"Rita Maria Teixeira Vieira Silva","MPT- Partido da Terra",4,"Santarém","Efectivo"
"André Sérgio Ramos Garanito","MPT- Partido da Terra",5,"Santarém","Efectivo"
"Marisa Manuela Teixeira Freitas Pestana","MPT- Partido da Terra",6,"Santarém","Efectivo"
"Sandra Cristina Drumond Gouveia","MPT- Partido da Terra",7,"Santarém","Efectivo"
"Nélson Ascensão Sousa e Freitas","MPT- Partido da Terra",8,"Santarém","Efectivo"
"Sandra Maria Sousa Jardim","MPT- Partido da Terra",9,"Santarém","Efectivo"
"Ivo Ricardo Ferreira Almada","MPT- Partido da Terra",10,"Santarém","Suplente"
"Sara Sofia Vieira Abreu","MPT- Partido da Terra",11,"Santarém","Suplente"
"Ana Cristina Saraiva Sirgado Rodrigues","IL- Iniciativa Liberal",1,"Santarém","Efectivo"
"Afonso Cabral Chora Claudino das Neves","IL- Iniciativa Liberal",2,"Santarém","Efectivo"
"Raquel Tomé Gaspar","IL- Iniciativa Liberal",3,"Santarém","Efectivo"
"Matheus de Paula Costa","IL- Iniciativa Liberal",4,"Santarém","Efectivo"
"Tiago Gonçalves Maia Prazeres","IL- Iniciativa Liberal",5,"Santarém","Efectivo"
"Mercedes Dinis Alves","IL- Iniciativa Liberal",6,"Santarém","Efectivo"
"João Carlos Gaspar da Silva Gomes","IL- Iniciativa Liberal",7,"Santarém","Efectivo"
"Pedro Miguel Ferreira de Sousa Rodrigues","IL- Iniciativa Liberal",8,"Santarém","Efectivo"
"Patrícia Melgada Coutinho","IL- Iniciativa Liberal",9,"Santarém","Efectivo"
"Tiago Leonel Marques Gonçalves","IL- Iniciativa Liberal",10,"Santarém","Suplente"
"Mariana Carvalho da Silva Martins","IL- Iniciativa Liberal",11,"Santarém","Suplente"
"João Miguel de Melo Martins Carlota","IL- Iniciativa Liberal",12,"Santarém","Suplente"
"Américo Ferreira de Sousa","PTP- Partido Trabalhista Português",1,"Santarém","Efectivo"
"Delmar Monte Serrano","PTP- Partido Trabalhista Português",2,"Santarém","Efectivo"
"Marisa da Conceição Mendes Silva","PTP- Partido Trabalhista Português",3,"Santarém","Efectivo"
"Paulo Jorge Candeias Chocho","PTP- Partido Trabalhista Português",4,"Santarém","Efectivo"
"Maria Manuela Vargas Garcia Gimenes","PTP- Partido Trabalhista Português",5,"Santarém","Efectivo"
"José Manuel Canoa Garcia","PTP- Partido Trabalhista Português",6,"Santarém","Efectivo"
"Tamara Paula Dias da Silva","PTP- Partido Trabalhista Português",7,"Santarém","Efectivo"
"Manuel Batista Fernandes","PTP- Partido Trabalhista Português",8,"Santarém","Efectivo"
"Antónia Alexandra Gimenes Nunes Flores","PTP- Partido Trabalhista Português",9,"Santarém","Efectivo"
"Simaura Castanheira Ramos Vieira Reis","PTP- Partido Trabalhista Português",10,"Santarém","Suplente"
"José Carvalho Augusto","PTP- Partido Trabalhista Português",11,"Santarém","Suplente"
"Iara Sousa Ramos","PTP- Partido Trabalhista Português",12,"Santarém","Suplente"
"Inês Ferreira de Sousa","PTP- Partido Trabalhista Português",13,"Santarém","Suplente"
"Fábio José da Conceição Dias","PTP- Partido Trabalhista Português",14,"Santarém","Suplente"
"Dinamene Carla Candeias dos Reis","PTP- Partido Trabalhista Português",15,"Santarém","Suplente"
"António Filipe Gaião Rodrigues - PCP","PCP.PEV- CDU- Coligação Democrática Unitária",1,"Santarém","Efectivo"
"Mário Fernando Atracado Pereira - PCP","PCP.PEV- CDU- Coligação Democrática Unitária",2,"Santarém","Efectivo"
"Ana Paula Navalho David Cruz - PCP","PCP.PEV- CDU- Coligação Democrática Unitária",3,"Santarém","Efectivo"
"Hélio Manuel Faria Justino - PCP","PCP.PEV- CDU- Coligação Democrática Unitária",4,"Santarém","Efectivo"
"Francisco Miguel Baudoin Madeira Lopes - PEV","PCP.PEV- CDU- Coligação Democrática Unitária",5,"Santarém","Efectivo"
"Gisela Maria Azevedo Trincão Matias - PCP","PCP.PEV- CDU- Coligação Democrática Unitária",6,"Santarém","Efectivo"
"André Vieira Vassalo da Fonseca - PCP","PCP.PEV- CDU- Coligação Democrática Unitária",7,"Santarém","Efectivo"
"Rogério da Silva Justino - PCP","PCP.PEV- CDU- Coligação Democrática Unitária",8,"Santarém","Efectivo"
"Margarida Ricardo Vieira - PCP","PCP.PEV- CDU- Coligação Democrática Unitária",9,"Santarém","Efectivo"
"Anabela Botelho Amaro Almeida - PEV","PCP.PEV- CDU- Coligação Democrática Unitária",10,"Santarém","Suplente"
"Paulo Jorge da Encarnação Silva Bacelar Macedo - PCP","PCP.PEV- CDU- Coligação Democrática Unitária",11,"Santarém","Suplente"
"Rodrigo António Ferreira Amado Rodrigues - PCP","PCP.PEV- CDU- Coligação Democrática Unitária",12,"Santarém","Suplente"
"Carmen Dolores Gomes da Silva - PCP","PCP.PEV- CDU- Coligação Democrática Unitária",13,"Santarém","Suplente"
"Carla José Mendes Pereira - PCP","PCP.PEV- CDU- Coligação Democrática Unitária",14,"Santarém","Suplente"
"Mykhaylo-Roman Shemliy","VP- Volt Portugal",1,"Santarém","Efectivo"
"Andreia Alexandra de Sousa Gomes Mendes - Independente","VP- Volt Portugal",2,"Santarém","Efectivo"
"Gonçalo Alexandre Holtremann Venâncio","VP- Volt Portugal",3,"Santarém","Efectivo"
"Constança Vian Costa de Azevedo Coutinho - Independente","VP- Volt Portugal",4,"Santarém","Efectivo"
"José Carlos Silva Santos - Independente","VP- Volt Portugal",5,"Santarém","Efectivo"
"Maria Nunes Pestana - Independente","VP- Volt Portugal",6,"Santarém","Efectivo"
"António Ezequiel Martins Caetano","VP- Volt Portugal",7,"Santarém","Efectivo"
"Cátia Vanessa da Silva Gonçalves - Independente","VP- Volt Portugal",8,"Santarém","Efectivo"
"Mykola Hlynskyy","VP- Volt Portugal",9,"Santarém","Efectivo"
"Carolina Maria Martins Costa - Independente","VP- Volt Portugal",10,"Santarém","Suplente"
"Ricardo Filipe Martins Antunes - Independente","VP- Volt Portugal",11,"Santarém","Suplente"
"Isaura Maria Crisóstomo Bernardino Morais","PPD/PSD- Partido Social Democrata",1,"Santarém","Efectivo"
"João Manuel Moura Rodrigues","PPD/PSD- Partido Social Democrata",2,"Santarém","Efectivo"
"Maria Inês Leiria Barroso","PPD/PSD- Partido Social Democrata",3,"Santarém","Efectivo"
"Rui Miguel Garrido Conde Andrade Rufino","PPD/PSD- Partido Social Democrata",4,"Santarém","Efectivo"
"Tiago Ribeiro de Carvalho Ferreira","PPD/PSD- Partido Social Democrata",5,"Santarém","Efectivo"
"Susana Cristina Coelho da Silva Pitta Soares","PPD/PSD- Partido Social Democrata",6,"Santarém","Efectivo"
"Tiago Manuel Henriques Carrão","PPD/PSD- Partido Social Democrata",7,"Santarém","Efectivo"
"Sónia Patrícia da Silva Ferreira Quintino","PPD/PSD- Partido Social Democrata",8,"Santarém","Efectivo"
"Susana Isabel Ferreira Vitorino","PPD/PSD- Partido Social Democrata",9,"Santarém","Efectivo"
"José António Proença Salvado","PPD/PSD- Partido Social Democrata",10,"Santarém","Suplente"
"Sandra Filipa Freitas Henriques","PPD/PSD- Partido Social Democrata",11,"Santarém","Suplente"
"Maria Teresa Santos Ramalho Nogueira Antunes","PPD/PSD- Partido Social Democrata",12,"Santarém","Suplente"
"Humberto Luís Ferraz Antunes","PPD/PSD- Partido Social Democrata",13,"Santarém","Suplente"
"Ricardo Jorge Martins Carlos","PPD/PSD- Partido Social Democrata",14,"Santarém","Suplente"
"Gil de Oliveira Garcia","MAS- Movimento Alternativa Socialista",1,"Santarém","Efectivo"
"Hélder Manuel de Oliveira Agapito","MAS- Movimento Alternativa Socialista",2,"Santarém","Efectivo"
"Maria Paula Muñoz de Oliveira","MAS- Movimento Alternativa Socialista",3,"Santarém","Efectivo"
"Paulo Pereira Lopes","MAS- Movimento Alternativa Socialista",4,"Santarém","Efectivo"
"Maria de Fátima Costa Cabral","MAS- Movimento Alternativa Socialista",5,"Santarém","Efectivo"
"Ana Maria Fernandes Diniz Martins","MAS- Movimento Alternativa Socialista",6,"Santarém","Efectivo"
"Francisco Muñoz de Oliveira e Oliveira Agapito","MAS- Movimento Alternativa Socialista",7,"Santarém","Efectivo"
"Maria Fernandes da Silva","MAS- Movimento Alternativa Socialista",8,"Santarém","Efectivo"
"José Pedro Lima dos Santos Silva","MAS- Movimento Alternativa Socialista",9,"Santarém","Efectivo"
"Adriana Luís Varandas Amorim Cardoso","MAS- Movimento Alternativa Socialista",10,"Santarém","Suplente"
"Jorge Manuel Torres dos Santos","MAS- Movimento Alternativa Socialista",11,"Santarém","Suplente"
"Bruno Miguel de Oliveira Nunes","CH- CHEGA",1,"Setúbal","Efectivo"
"Patrícia Alexandra Martins de Carvalho","CH- CHEGA",2,"Setúbal","Efectivo"
"Carlos Manuel Saraiva Medeiros","CH- CHEGA",3,"Setúbal","Efectivo"
"Eduardo Manuel dos Santos Mendes","CH- CHEGA",4,"Setúbal","Efectivo"
"Carla Sofia Carapeto da Silva Couto de Oliveira","CH- CHEGA",5,"Setúbal","Efectivo"
"Nuno Alexandre Oliveira Mendes","CH- CHEGA",6,"Setúbal","Efectivo"
"Alice Paula Caruchinho Gabriel Seixas","CH- CHEGA",7,"Setúbal","Efectivo"
"Marco António Simões da Silva Teixeira Roque","CH- CHEGA",8,"Setúbal","Efectivo"
"Milene da Silva Oliveira Viana","CH- CHEGA",9,"Setúbal","Efectivo"
"João Paulo de Sousa da Silva Gaspar","CH- CHEGA",10,"Setúbal","Efectivo"
"Maria Inês Correia de Carvalho Pereira","CH- CHEGA",11,"Setúbal","Efectivo"
"João Pedro Guterres Peixoto Pereira","CH- CHEGA",12,"Setúbal","Efectivo"
"Cláudia Sofia Louro Figueiredo","CH- CHEGA",13,"Setúbal","Efectivo"
"José Carlos da Silva Ferreira","CH- CHEGA",14,"Setúbal","Efectivo"
"Cátia Isabel Gervásio","CH- CHEGA",15,"Setúbal","Efectivo"
"Bruno Francisco Pinheiro Máximo dos Santos","CH- CHEGA",16,"Setúbal","Efectivo"
"Sílvia Marina de Melo Montanha","CH- CHEGA",17,"Setúbal","Efectivo"
"Bruno do Nascimento Correia","CH- CHEGA",18,"Setúbal","Efectivo"
"Gonçalo Nuno Marques Nunes Camacho","CH- CHEGA",19,"Setúbal","Suplente"
"Jéssica Alexandre Albuquerque Inácio","CH- CHEGA",20,"Setúbal","Suplente"
"Nuno Alexandre Borges Macedo Calder","CH- CHEGA",21,"Setúbal","Suplente"
"Luis Manuel De Lacerda Martins","CH- CHEGA",22,"Setúbal","Suplente"
"Miguel Ângelo Tavares Ribeiro de Almeida Rodrigues","MPT- Partido da Terra",1,"Setúbal","Efectivo"
"Anabela Miranda Vieira Fernandes","MPT- Partido da Terra",2,"Setúbal","Efectivo"
"Débora Alexandra Santos Guerreiro","MPT- Partido da Terra",3,"Setúbal","Efectivo"
"Jorge Manuel Moura Rodrigues","MPT- Partido da Terra",4,"Setúbal","Efectivo"
"Vanda Cristina Santos Rosa","MPT- Partido da Terra",5,"Setúbal","Efectivo"
"Manuel Sebastião Soares Guerreiro","MPT- Partido da Terra",6,"Setúbal","Efectivo"
"Martinho Manuel de Freitas Fernandes","MPT- Partido da Terra",7,"Setúbal","Efectivo"
"Rafaela Barrinha da Silva","MPT- Partido da Terra",8,"Setúbal","Efectivo"
"Susana Isabel Levi Soares Guerreiro","MPT- Partido da Terra",9,"Setúbal","Efectivo"
"Ricardo Manuel dos Santos Falcão","MPT- Partido da Terra",10,"Setúbal","Efectivo"
"Marco Sérgio Ribeiro Henriques","MPT- Partido da Terra",11,"Setúbal","Efectivo"
"Inês Raquel Soares Guerreiro","MPT- Partido da Terra",12,"Setúbal","Efectivo"
"Maria da Conceição Tavares Ribeiro Rodrigues","MPT- Partido da Terra",13,"Setúbal","Efectivo"
"Gonçalo Filipe Rosa D'Almeida","MPT- Partido da Terra",14,"Setúbal","Efectivo"
"Hugo Miguel Mestre Cascalheira","MPT- Partido da Terra",15,"Setúbal","Efectivo"
"Liliana Monteiro Fernandes","MPT- Partido da Terra",16,"Setúbal","Efectivo"
"Ana Carolina Vieira Fernandes","MPT- Partido da Terra",17,"Setúbal","Efectivo"
"Fernando Domingos de Almeida Rodrigues","MPT- Partido da Terra",18,"Setúbal","Efectivo"
"Fernanda Maria Candeias da Cunha Rodrigues","MPT- Partido da Terra",19,"Setúbal","Suplente"
"Nuno Miguel Pinto Moreira","MPT- Partido da Terra",20,"Setúbal","Suplente"
"Eva de Almeida Vicente","MPT- Partido da Terra",21,"Setúbal","Suplente"
"Paulo Jorge Velez Muacho","L- LIVRE",1,"Setúbal","Efectivo"
"Luciana Beatriz de Almeida da Cruz","L- LIVRE",2,"Setúbal","Efectivo"
"Flávio André Gomes Oliveira","L- LIVRE",3,"Setúbal","Efectivo"
"Ana Isabel Cerqueiro Militão Caetano Raposo Marques","L- LIVRE",4,"Setúbal","Efectivo"
"Vasco Emanuel Teixeira da Silva","L- LIVRE",5,"Setúbal","Efectivo"
"Mafalda Pires Gonçalves","L- LIVRE",6,"Setúbal","Efectivo"
"Manuel Pedro dos Santos Rodrigues Pereira","L- LIVRE",7,"Setúbal","Efectivo"
"Eugénia Maria Fernandes Costa","L- LIVRE",8,"Setúbal","Efectivo"
"Nuno Miguel Brás Rolo","L- LIVRE",9,"Setúbal","Efectivo"
"Ana Patrícia da Silva Afonso - Independente","L- LIVRE",10,"Setúbal","Efectivo"
"Luis Filipe Tavares Marcelino Figueiredo","L- LIVRE",11,"Setúbal","Efectivo"
"Isabel Maria Duarte Faria","L- LIVRE",12,"Setúbal","Efectivo"
"Luís Filipe Alves Gorgulho","L- LIVRE",13,"Setúbal","Efectivo"
"Joana Pinto Teixeira - Independente","L- LIVRE",14,"Setúbal","Efectivo"
"Nuno Jorge Antunes Passinhas - Independente","L- LIVRE",15,"Setúbal","Efectivo"
"Maria de Fátima Ferreira Serrano - Independente","L- LIVRE",16,"Setúbal","Efectivo"
"Beatriz Filipe","L- LIVRE",17,"Setúbal","Efectivo"
"Joaquim Augusto Miranda da Silva","L- LIVRE",18,"Setúbal","Efectivo"
"Rosa Vieira de Castro - Independente","L- LIVRE",19,"Setúbal","Suplente"
"Íris Almeida da Silva - Independente","L- LIVRE",20,"Setúbal","Suplente"
"Daniel Estevão Carvalho Faria","JPP- Juntos pelo Povo",1,"Setúbal","Efectivo"
"Raul Miguel Cocharra Ribeiro - Independente","JPP- Juntos pelo Povo",2,"Setúbal","Efectivo"
"Nádia Raquel Alves Teixeira","JPP- Juntos pelo Povo",3,"Setúbal","Efectivo"
"José António Barcelos Martins","JPP- Juntos pelo Povo",4,"Setúbal","Efectivo"
"Paulo Davide Alves Teixeira Fidalgo","JPP- Juntos pelo Povo",5,"Setúbal","Efectivo"
"Sónia Carla Spínola Mendonça Gouveia","JPP- Juntos pelo Povo",6,"Setúbal","Efectivo"
"Armando da Costa Ganança - Independente","JPP- Juntos pelo Povo",7,"Setúbal","Efectivo"
"Orélio Spínola Mendonça - Independente","JPP- Juntos pelo Povo",8,"Setúbal","Efectivo"
"Maria Irene Freitas Mendonça Spínola - Independente","JPP- Juntos pelo Povo",9,"Setúbal","Efectivo"
"Ana Catarina Ferreira Rodrigues - Independente","JPP- Juntos pelo Povo",10,"Setúbal","Efectivo"
"António Spínola Mendonça - Independente","JPP- Juntos pelo Povo",11,"Setúbal","Efectivo"
"Maria Adelaide de Freitas Silva - Independente","JPP- Juntos pelo Povo",12,"Setúbal","Efectivo"
"Clara Sofia Mendonça Gouveia - Independente","JPP- Juntos pelo Povo",13,"Setúbal","Efectivo"
"Rudolfo de Sousa dos Santos Teles - Independente","JPP- Juntos pelo Povo",14,"Setúbal","Efectivo"
"Luís Miguel da Silva Mendonça - Independente","JPP- Juntos pelo Povo",15,"Setúbal","Efectivo"
"Crisanta Lina Abreu Sousa - Independente","JPP- Juntos pelo Povo",16,"Setúbal","Efectivo"
"Telmo Teixeira da Costa","JPP- Juntos pelo Povo",17,"Setúbal","Efectivo"
"Luís Carlos Dias Freitas","JPP- Juntos pelo Povo",18,"Setúbal","Efectivo"
"Sandra Salvina Ribeiro Calaça Teles - Independente","JPP- Juntos pelo Povo",19,"Setúbal","Suplente"
"Marco Paulo Franco Perestrelo - Independente","JPP- Juntos pelo Povo",20,"Setúbal","Suplente"
"Sílvia Maria Jarimba Castro Costa – Independente","JPP- Juntos pelo Povo",21,"Setúbal","Suplente"
"Joana Rodrigues Mortágua","BE- Bloco de Esquerda",1,"Setúbal","Efectivo"
"Diana Vanessa da Conceição dos Santos","BE- Bloco de Esquerda",2,"Setúbal","Efectivo"
"Daniel Cardoso Bernardino","BE- Bloco de Esquerda",3,"Setúbal","Efectivo"
"Tânia Sofia Barroso Ramos","BE- Bloco de Esquerda",4,"Setúbal","Efectivo"
"Adelino Manuel Guimarães Fortunato","BE- Bloco de Esquerda",5,"Setúbal","Efectivo"
"Mário André Pinheiro de Magalhães Macedo","BE- Bloco de Esquerda",6,"Setúbal","Efectivo"
"Sónia Sofia Pereira Figueiredo","BE- Bloco de Esquerda",7,"Setúbal","Efectivo"
"Inês Pezarat Correia Bom","BE- Bloco de Esquerda",8,"Setúbal","Efectivo"
"Joaquim Inácio Raminhos Cabaça","BE- Bloco de Esquerda",9,"Setúbal","Efectivo"
"Francisco Miguel Correia Morais Morais","BE- Bloco de Esquerda",10,"Setúbal","Efectivo"
"Márcia Patrícia Lima e Silva Soares","BE- Bloco de Esquerda",11,"Setúbal","Efectivo"
"Vanessa Sofia Tavares de Sousa","BE- Bloco de Esquerda",12,"Setúbal","Efectivo"
"Fernando Alberto Pinho Alves","BE- Bloco de Esquerda",13,"Setúbal","Efectivo"
"Ricardo José Monteiro da Silva Caçoila","BE- Bloco de Esquerda",14,"Setúbal","Efectivo"
"Mariana Vieira de Jesus Pires Ribeiro","BE- Bloco de Esquerda",15,"Setúbal","Efectivo"
"João Carlos Carvalho da Fonseca Pereira","BE- Bloco de Esquerda",16,"Setúbal","Efectivo"
"Andreia Patrícia Rodrigues Martins","BE- Bloco de Esquerda",17,"Setúbal","Efectivo"
"Leandro Philippe Xavier Lagarto","BE- Bloco de Esquerda",18,"Setúbal","Efectivo"
"Almerinda Lopes Bento","BE- Bloco de Esquerda",19,"Setúbal","Suplente"
"Karim Hassam Quintino","BE- Bloco de Esquerda",20,"Setúbal","Suplente"
"Paula Alexandra Carrasco Serralha","BE- Bloco de Esquerda",21,"Setúbal","Suplente"
"João Avelino Afonso","BE- Bloco de Esquerda",22,"Setúbal","Suplente"
"Joana Alexandra Ferreira Ideias","BE- Bloco de Esquerda",23,"Setúbal","Suplente"
"Maria Cecília Magalhães Gagliardini Graça Anacoreta Correia","CDS-PP- CDS-Partido Popular",1,"Setúbal","Efectivo"
"Paulo Jorge Silva dos Santos","CDS-PP- CDS-Partido Popular",2,"Setúbal","Efectivo"
"Rita Serra Lopes Semedo Pimenta - Independente","CDS-PP- CDS-Partido Popular",3,"Setúbal","Efectivo"
"Paulo Alexandre Silva Araújo","CDS-PP- CDS-Partido Popular",4,"Setúbal","Efectivo"
"José Daniel Pimenta Coutinho","CDS-PP- CDS-Partido Popular",5,"Setúbal","Efectivo"
"Inês Isabel Pinto Tavares","CDS-PP- CDS-Partido Popular",6,"Setúbal","Efectivo"
"Cristina Maria dos Santos Paulino","CDS-PP- CDS-Partido Popular",7,"Setúbal","Efectivo"
"Joaquim Maria Dias Gonçalves","CDS-PP- CDS-Partido Popular",8,"Setúbal","Efectivo"
"Ana Maria de Mira Teixeira Rolo dos Santos","CDS-PP- CDS-Partido Popular",9,"Setúbal","Efectivo"
"António José Valente Ferreira dos Santos","CDS-PP- CDS-Partido Popular",10,"Setúbal","Efectivo"
"Pedro Miguel da Silva Ferreira de Oliveira","CDS-PP- CDS-Partido Popular",11,"Setúbal","Efectivo"
